,SMILES
7136,COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=CC3=C1OC=C3)CCC(O)=O
7137,NC(=O)OCC[N+1](C)(C)C
7138,Oc1c(Br)cc(Cl)cc1Cc1cc(Cl)cc(Br)c1O
7140,NCC(N)C(O)=O
7141,N=CN[C@@H](CC(O)=O)C(O)=O
7142,COC1CC(OC2CCC3(C)C(CCC4(O)C3CC(OC(=O)C5=CC=CC=C5)C6(C)C(O)(CCC46O)C(C)=O)C2)OC(C)C1OC7CC(OC)C(OC8OC(C)C(OC9OC(CO)C(O)C(O)C9O)C(OC)C8O)C(C)O7
7143,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=NC2=O)N
7144,C(CO)C(C(=O)O)N
7145,Cc1oncc1C(=O)Nc2ccc(cc2)C(F)(F)F
7146,CC(C)=CCC1=CC(=CC=C1O)C2=COC3=CC(O)=CC=C3C2=O
7147,CCCCCC(O[C@@H]1O[C@H](CO[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)C=C
7148,OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
7149,COC1=CC(O)=CC(C)=C1C(=O)OC2C(COC(=O)C3=CC=C(O)C(OC(=C)C(O)=O)=C3)OC(C2OC(C)=O)N4C=CC(=O)NC4=O
7150,NC1=NC=NC(N)=C1NC=O
7151,[H]OC([H])([H])C([H])(N([H])C(=O)C(N([H])C(=O)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])C([H])(C(=O)N([H])C(C(=O)N([H])C(C(=O)N([H])C([H])(C(=O)N([H])C(C(=O)N([H])C([H])(C(=O)N([H])C(C(=O)N([H])C([H])(C(=O)N([H])C(C(=O)N([H])C(C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)N([H])C([H])(C(=O)N([H])C(C(=O)N([H])C(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C([H])([H])O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
7152,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
7153,C1(=C(C(=C2C(=C1)C(C(=CN2C3CC3)C(O)=O)=O)OC)N4C[C@@]5([C@](C4)(CCCN5)[H])[H])F.Cl
7154,OCC[C@H](CO)c1c(O)cc2C(=O)c3cc(O)cc(O)c3C(=O)c2c1O
7155,Cc1c(Cl)cccc1Nc2ncccc2C(=O)O
7156,c1(n(sc(c1)Cl)C)=O
7157,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
7158,[H]c(c([H])2)c([H])c([H])c(c([H])2)C([H])(C(=O)OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c(c([H])1)c([H])c([H])c([H])c([H])1
7159,COCC1C2C(CC(=C)\C3=C/C(=O)C(C)(CC2OC(=O)C(C)=C)O3)OC1=O
7160,CC(C)=CCOC1=CC=C(\C=C\C(=O)C2=C(O)C=C(O)C=C2)C=C1
7161,C1CC(CCN1)=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl
7162,Oc(c3)cc(O1)c(c3)C(=O)C=C1c(c2)cccc2
7163,[H]OC([H])(C([H])([H])[H])C1([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C2([H])N(C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])(OC1=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
7164,C[C@H](NC(=O)[C@H](Cc1ccccc1)n2c(=O)[nH]c3ccccc3c2=O)C(=O)N4CCC(CC4)C(=O)O
7165,CC(=O)CCC[C@]1(C)C[C@H]2OC(=O)C(=C)[C@H]2CC1=O
7166,CC(NC(=O)CC(O)=O)C(=O)NC1=CC=CC=C1C(N)=O
7167,CCCCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C
7168,Fc1ccc(cc1)N(C(C)C)C(=O)CS(O)(=O)=O
7169,C(C1CN2CCC1CC2)N3c4ccccc4Sc5ccccc35
7170,CCCCCCCCCC(=O)OC(CC(O)=O)C[N+1](C)(C)C
7172,O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)\C=C\C2=CC=C(O)C=C2)[C@H]1O)C(O)=O
7173,NCCCNCCCCNC(C)=O
7174,CN(C)CCN(Cc1cccs1)c2ccccn2.Cl
7175,CC(N)[C@]1(C[C@@H]2C[C@H]3C[C@@H](C2)C1)C3.Cl
7176,CC(C)=CC(=O)OC\1C2OC(=O)C(=C)C2C(O)C\3\C(=C/C(=O)C3=C1C)C
7177,COC(\C=C\C1=C(O)C=C2C=C(C)OC(=O)C2=C1O)C(O)=O
7178,COC1=C(O)C=CC(\C=C\C(O)=O)=C1
7179,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]3[C@@H](C)[C@H](C[C@H]13)OC(=O)C4=CO[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H]6[C@@H](C)[C@H](C[C@H]46)OC(C)=O
7180,OC[C@H]1O[C@@H](OC2=CC(=C3C[C@@H](O)[C@@H](OC3=C2)C4=CC=C(O)C=C4)O)[C@H](O)[C@@H](O)[C@@H]1O
7181,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N
7182,C1CCNC(C1)C(=O)O
7183,CSCC[C@H](NC(=O)N1CCn2c1nc3ccccc23)C(=O)N[C@@H](C(=O)O)c4ccccc4
7184,CC(=C)C1C2C3C4(C(C1C(=O)O2)(CC5C4(O5)C(=O)O3)O)C
7185,O=C(C1(C)C)C(O)=CC2C1=CC[C@]([C@@](C[C@@H](O)[C@@]3([C@@](O)(C(/C=C/C(C)(O)C)=O)C)[H])(C)[C@]3(C)C4)([H])[C@@]2(C)C4=O
7186,CCCCC1C(C(OC(=O)C(C(OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C
7187,CCCCCC[C@H](O)[C@@H]1CCC2=C(O1)[C@H](O)CCC2=O
7188,COC(=O)c1cccc(NC(=O)N2C[C@H]3C[C@@H](C2)c4cccc(=O)n4C3)c1
7189,C[C@H]1O[C@H](O[C@H]2[C@H](O)CO[C@@H](O[C@H]3[C@H](C)O[C@@H](O[C@@H]4[C@@H](O)[C@@H](O)CO[C@H]4OC(=O)[C@]56CCC(C)(C)C[C@H]5C/7=C/CC8[C@@]9(C)C[C@@H](O)[C@@H](O)[C@@](C)(CO)C9[C@H](O)C[C@@]8(C)[C@]7(C)CC6)[C@H](O)[C@@H]3O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O
7190,Clc1cccc(c1)C2N3[C@@H](Cc4c2[nH]c5ccccc45)C(=O)N(C3=O)c6ccccc6C(=O)NCCCN7CCOCC7
7191,CSc(n1)sc(c2)c(ccc2)1
7192,CNCCc1c[nH]c2ccc(O)cc12.OC(=O)C(=O)O
7193,O=C(NCC1CCCCC1)NCC2CCCCC2
7194,CCc1cc(=O)oc2c3CCC(C)(C)Oc3cc(OCC(=O)NCCN4CCOCC4)c12
7195,O[C@H]1[C@H](O[C@@H]2[C@H](N)C[C@H](O)[C@@H](CN)O2)[C@@H](N)C[C@@H](N)[C@@H]1O/C=C\O[H]
7196,COC1=C(O)C(O)=CC=C1\C=C\C(=O)C2=CC=C(O)C=C2
7197,O=C(N1)NC(N2)=C(NC(=O)2)C(=O)1
7198,CC(C)NC(=O)NS(=O)(=O)c1cnccc1Nc2cccc(C)c2
7199,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C.[Cl-]
7200,COC(=O)C/1=C(C2=CC=C[NH]2)/C3=CC=CC=C3C(=O)N1
7201,COC(=O)[C@@H](O)[C@H]1[C@@]2(C)CC3(O)[C@@H](C(=O)[C@H]2O)[C@]45O[C@]46CC(=O)O[C@@H](C7=COC=C7)[C@]6(C)CCC5[C@]13C
7203,CC(C)CC1NC(=O)C2CCCN2C1=O
7204,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]4CC[C@]5(C)C6CC[C@]7(C)[C@H](CC[C@]7(O)C6C/C=C5/C4)\C8=C\C(=O)OC8
7205,OC(=O)CCCCCCCCCCCCCCC(O)=O
7206,COC(=O)C12CC3=C(C1=NN(CO2)C(=O)N(C4=CC=C(C=C4)OC(F)(F)F)C(=O)OC)C=CC(=C3)Cl
7207,CCCC(=O)O
7208,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCC3=CC=C(O)C(O)=C3)O[C@H](CO)[C@H]2OC(=O)\C=C\C4=CC(O)=C(O)C=C4)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]1O
7209,CCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O
7210,CCC(C)\C=C(C)\C=C\C1=C\C\2=C(/Cl)C(=O)C(C)(OC(C)=O)C(=O)C2=C/N1CCCC(O)=O
7211,COC1=CC(=CC(=C1C(=O)OC2C(O)C(O)C(OC2CO)OC3C(O)C(O)C(O)C(O)C3O)C)O
7212,CC(C)C(=O)O
7213,[H]N([H])C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N(C(=O)[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
7214,CC(=O)CC(O1)CC(C)C1(CC(=O)C(C)=CC=CC(=CC=CC=C(C=CC=C(C#CC(=C2C)C(CC(C2)OC(C)=O)(C)C)C)C)C)C
7215,O=C(CCC(NC(C(NC(C(NC(C(NC(C(NC(C1CCCN12)=O)CO)=O)CC(OC(C(NC(C(NC(C3CCCN3C(C4N(C(C(NC(C)=O)C)=O)CCC4)=O)=O)C)=O)C(NC(C(N5)=O)CC(C)C)=O)C)=O)=O)CC6=CNC7=C6C=CC=C7)=O)CCC(OC)=O)=O)C(NC(C(O)=O)CC8=CC=C(O)C=C8)=O)NCCCCC5C(NC(CC9=CNC%10=C9C=CC=C%10)C2=O)=O
7216,CC1OC(OC2C(O)C(O)C(OCC3OC(OC(=O)C45CCC(C)(C)CC4C/6=C/CC7C8(C)CCC(OC9OC(C(O)C(OC%10OC(CO)C(O)C(O)C%10O)C9O)C(O)=O)C(C)(C)C8CCC7(C)C6(C)CC5)C(O)C(O)C3O)OC2CO)C(O)C(O)C1O
7217,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C5=CC=C(O)C=C5)C(O)[C@@H](O)C2O)[C@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H]1O
7218,COc1ccc(/C=C/2\Oc3cc(OCC(=O)N4CCC(CC4)C(=O)O)ccc3C2=O)c(OC)c1OC
7219,C[C@@H]1CC[C@@]2(CC[C@]3(C)\C(=C/CC4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)C5CC[C@@]34C)C2[C@H]1C)C(=O)O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6O
7220,OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(O)=O
7221,CC1C2C(CC3C4CC=C5CC(CCC5(C)C4CCC23C)OC(=O)C)OC61CCC(C)CN6
7222,COC1=C2C(C(C(C(OCC)=O)=CN2C3CC3)=O)=CC(F)=C1F
7223,OC[C@H]1O[C@@H](OC2=C(CCC(O)=O)C=CC=C2O)[C@H](O)[C@@H](O)[C@@H]1O
7224,CCCC[N+]1(C)C2CC(CC1C3OC32)OC(=O)C(CO)c4ccccc4.[Br-]
7225,[H]N1C(=O)[C@@]([H])(OC(=O)[C@@]([H])(C([H])([H])[H])[C@]([H])(N([H])C(=O)[C@@]([H])(N(C(=O)C(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N(C(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N(C(=O)C1([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
7226,CC(C)Oc1ccc2c(=O)c(coc2c1)c3ccccc3
7227,Nc1oc2ccccc2c1C(=O)Cc3ccccc3O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O
7228,[H]OC(=O)C([H])([H])C([H])([H])C([H])(N([H])C(=O)C(N([H])C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C1([H])N(C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C(N([H])C(=O)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C([H])([H])O[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C(=O)N([H])[H]
7229,O=C1CCC2(C)C(CC(OC(C)=O)C3(C)C2CCC4(C)C3CC5(C(C=CC=C6)=C6N7C5NC(C)C7=O)O4)C(C)(C)O1
7230,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O
7231,CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c5ccc[nH]5)[C@H](C)C[C@H]4C)nc2c1C(=O)O
7232,C/C=C/C=C/C=C/C(=O)O[C@@H]1\C=C(CO)/C(O)(C(O)=O)[C@@]2(C)CCCC(C)(C)[C@H]12
7233,CCC1CC2CN3CCC4=C([NH]C5=CC=CC=C45)C(C2)(C13)C(=O)OC
7234,COC(=O)C(=C)C1C(O)CC(C)(C=C)C(C1O)C(=C)CO
7235,OC1CCC(=O)C(OC(=O)C\2CC\C=C2)C1(O)C(=O)OCC3=CC(=CC=C3OC4OC(COC(=O)C\5CC\C=C5)C(O)C(O)C4OC(=O)C\6CC\C=C6)O
7236,C=CC(CC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O)O
7237,CCOP(=O)(OCC)OCC
7238,O[C@H]1[C@H](N)[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](NC=O)[C@@H](O[C@@H]3[C@H](N)C[C@H](O)[C@@H](CN)O3)[C@@H]2O)O[C@@H]1CO
7239,NC(=N)SCCc1cccc(CCSC(=N)N)c1.Br
7240,COCCOCCOC
7241,Nc1ccc(c(N)c1)S(O)(=O)=O
7242,CC1\C=C/C2CCCCC2C1CCC3CC(O)CC(=O)O3
7243,CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c3ccc(F)cc3)CC1.Cl
7244,Cc1nc2CCCCn2c(=O)c1CCN3CCC(CC3)c4noc5cc(F)ccc45
7245,CC1(C)[C@H](O)CC[C@@]2(C)[C@@H](COC3=CC=C4C=CC(=O)OC4=C3)C(=C)CC[C@H]12
7246,CCNc1nc(NC(C)C)nc(SC)n1
7247,OC(=O)[C@H]1CC[C@H](CNC(=O)COc2ccc3c(c2)oc(=O)c4ccccc43)CC1
7248,COC1=C(C=CC(=C1)C=CC=O)O
7249,CC(C)CC(=O)OC(COC1=C2OC(=O)C=CC2=CC3=C1OC=C3)C(C)(C)O
7250,COC1=CC=C2C=C(C=CC2=C1)C(C)C(O)=O
7251,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O
7252,Cc1c(C)c2ccc(OCC(=O)N3CCC(CC3)(C(=O)O)c4ccccc4)cc2oc1=O
7253,O=C(NC(CC(C)C)C(NC(CC(C)C)C(NC(CC1=CC=CC=C1)C(NC(C(C)C)C([NH2+]C(CC2=CC=CC=C2)C(NC(C(C)C)/C=N\3)=O)=O)=O)=O)=O)C3C(O)C
7254,CCCCC(COCC(=O)O)CC(=O)O
7255,COC1=C2C(=O)C=C(OC2=C3C=CC(C)(C)OC3=C1)C4=CC=CC=C4
7256,C[C@@H]1CCC2[C@@H](C)C(=O)OC3O[C@@]4(C)CCC1[C@@]23OO4
7257,CC(C)CC1NC(=O)C23C(\C=C(C)\CCC(O)C(O)\C=C\C2=O)/C=C(C)\C(C)C13
7258,COc1ccc2c(=O)c(coc2c1)c3ccccc3
7259,COC1=CC2=C(C(=O)C(O[C@@H]3O[C@@H](CO)[C@H](O)[C@H]3O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)=C(O2)C5=CC=C(O)C=C5)C(O)=C1
7260,COc1ccc2nc(NC(=O)Nc3ccccc3)sc2c1
7261,COC1=C(CO)C(O)=C2C(=O)CCC(O)C2=C1
7262,CC1CN(CC(O1)C)CC(C)CC2=CC=C(C=C2)C(C)(C)C
7263,CC(C)[C@H](NC(=O)N1CC(=O)Nc2ccccc12)C(=O)NCCc3c[nH]c4ccccc34
7264,COc1ccccc1N2CCN(CCC\N=C\3/CC(=O)N(C)C(=O)N3C)CC2.Cl
7265,CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23
7266,Cc1cc(OCC(=O)N2CCC(CC2)C(=O)O)c3c(C)c(C)c(=O)oc3c1
7267,N1=NC(=NC(=C1C2C(=C(C=CC=2)Cl)Cl)N)N
7268,c1(c(n(CC[C@H](C[C@H](CC(=O)O)O)O)c(c1C(Nc1ccccc1)=O)C(C)C)c1ccc(F)cc1)c1ccccc1
7269,OC1=CC=C(I)C=C1
7270,CC/1=C\CC[C@]2(C)O[C@H]2C(=O)C3=C(C1)OC=C3C
7271,[H]Oc(c([H])2)c([H])c([H])c(c([H])2)C([H])([H])C([H])([H])C([H])(C([H])([H])[H])N([H])C([H])([H])C([H])([H])c(c([H])1)c([H])c(O[H])c(O[H])c([H])1
7272,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C2=C(O)C3=C(O[C@@H](CC3=O)C4=CC=C(O)C=C4)C=C2O
7273,Cl-c(ccc1)c(Cl)c1-c(nnc2N)c(n2)N
7274,[H]C([H])([H])OC([H])([H])C(N(C(=O)C([H])([H])C([H])([H])[H])c(c([H])3)c([H])c([H])c([H])c([H])3)(C([H])([H])1)C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])N(N=2)C(=O)N(N2)C([H])([H])C([H])([H])[H])C([H])([H])1
7275,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O
7276,OC[C@@H](O1)[C@@H](O)C[C@@H]1N(C=2)C(=O)NC(=O)C(C)2
7277,COC1=CC=C2C(=O)[C@@]3(O)[C@@H](COC4=C3C=C5OCOC5=C4)OC2=C1CC=C(C)C
7278,O[C@H]1CC(=O)C2=C(O)C=CC3=C2[C@@H]1[C@]4(O)CCC(=O)C5=C4C3=CC=C5O
7279,CC(=O)[C@]12C[C@@H](CC[C@@]1(C)CC[C@@H]2O)C(=C)C(O)=O
7280,O=[N+]([O-])C(C=C1)=CC=C1C2=NC=CC3=CC=CC=C32
7281,ClCCN(CCCl)P1(=O)NCCCO1.O
7282,O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1OC(=O)/C=C/C2=CC=C(O)C=C2)C(O)=O
7283,CC(C)C(=O)OC1C(OC2=CC3=C(C=CC(=O)O3)C=C12)C(C)(C)OC(=O)C(C)C
7284,NC(CCSSCCC(N)C(O)=O)C(O)=O
7285,COc1cc(OC)c2c(cc(=O)oc2c1)c3ccccc3
7286,[H]OC([H])([H])C([H])(N([H])C(=O)C(N([H])C(=O)C1([H])N(C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C2([H])N(C(=O)C(N([H])C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])(N([H])C(=O)C(N([H])C(=O)C(N([H])C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(O[H])C2([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(O[H])C1([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]
7287,C1(=CC=C2C(=C1)C(C=N2)C(OC3C[C@@]4(CC[C@@](N4C)(C3)[H])[H])=O).Cl
7288,CCC(C)(C(=O)C[C@@H]1[C@@H](C)[C@@](C)(O)OC1=O)C(=O)OC
7289,COC1=CC=C2C=CC(=O)OC2=C1CC(O)C(C)=C
7290,OC1C(O)c2ccccc2N([C@H]1C#N)C(=O)c3ccccc3
7291,CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
7292,[H]N1C(=O)[C@]([H])(N(C(=O)[C@@]2([H])N(C(=O)[C@@]([H])(OC(=O)[C@@]([H])(OC(=O)C(C([H])([H])[H])(C([H])([H])[H])[C@]([H])(OC(=O)[C@]1([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
7293,Cc1c(OCC(=O)N2CCC(CC2)C(=O)O)ccc3c4CCCCc4c(=O)oc13
7294,OCC(O)CN1CCN(CC1)c2ccccc2
7295,[C@]12(N(C(=C(CS1)Cl)C(O)=O)C([C@H]2NC(=O)[C@@H](C3=CC=CC=C3)N)=O)[H]
7296,[O-]P([O-])(=O)OP([O-])([O-])=O
7297,COC1=C(C=C2C=CC(=O)OC2=C1)C(O)C(O)C(C)(C)O
7298,CCC(C)(OC(C)=O)C(=O)O[C@H]1[C@H](OC(C)=O)[C@]2(CO)[C@H](O)[C@H](O)[C@]3(C)\C(=C/CC4[C@@]5(C)CC[C@H](O[C@@H]6O[C@@H]([C@@H](O)[C@H](O[C@@H]7OC[C@H](O)[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O)[C@H]7O)[C@H]6O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)C(O)=O)C(C)(C)C5CC[C@@]34C)[C@@H]2CC1(C)C
7299,CNCCC1=CNC2=C1C=CC=C2
7300,CC[C@@H](C)[C@@H]1N(C)C(=O)[C@H](OC(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@H](OC(=O)[C@H]([C@H](C)CC)N(C)C(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C
7301,CC(C)(C1OC(O7)C(OC(C8O)OC(CO)C(C8O)O)C(C(C7CO)O)O)C(C2)C(C(C6)C(C(C(C6O)3)(CCC3C(CCC=C(C)C)(C)OC(O4)C(C(C(C4COC(O5)C(C(O)C(O)C5)O)O)O)O)C)(C)C2)(C)CC1
7302,CCc1c(O)nc(SCC(=O)N2CCc3cc(OC)c(OC)cc3[C@@H]2C)nc1O
7303,CN1CCC2=CC=CC3=C2[C@H]1CC4=C3C(=C(C=C4)O)O
7304,C\C(CC[C@H]1C(=C)CCC2[C@@](C)(CCC[C@]12C)C=O)=C/CO
7305,COC1=C(OC)C=C(\C=C\C(=O)OC[C@H]2O[C@@H](OC(CCC3=CC=C(O)C=C3)CC(=O)CCC4=CC=C(O)C=C4)[C@H](O)[C@@H](O)[C@@H]2O)C=C1
7306,CC1CC(CC2=CC(O)=CC(O)=C12)OC3OC(COC(=O)\C=C\C4=CC=C(O)C=C4)C(OC(=O)\C=C\C5=CC=C(O)C=C5)C(O)C3O
7307,COc1ccc2C(OC(=O)c2c1OC)N3[C@@H](CCC3=O)C(=O)NCC4CCCO4
7308,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)=CC(O)=C4C3=O)C7=CC=C(O)C=C7)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
